yearID,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards,bbrefID
1973,24,KCR,AL,152.0,638.0,33.0,1.0,2.0,-2.0,-8.0,27.0,3.0,23.0,50.0,5.2,0.519,0.518,5.3,-0.8,51.0,"$50,000",*3/HD,"AS,MVP-7",maybejo01
1974,25,KCR,AL,126.0,513.0,9.0,0.0,2.0,-4.0,-7.0,0.0,0.1,18.0,19.0,1.9,0.5,0.5,2.3,-1.1,22.0,"$50,000",3D/H,AS,maybejo01
1975,26,KCR,AL,156.0,683.0,48.0,-1.0,0.0,7.0,-9.0,46.0,4.9,24.0,69.0,7.2,0.531,0.53,6.5,-0.1,62.0,,*3D,MVP-2,maybejo01
1976,27,KCR,AL,161.0,690.0,-5.0,-5.0,0.0,9.0,-9.0,-10.0,-1.0,24.0,15.0,1.4,0.493,0.493,0.4,0.1,6.0,,*3/D,MVP-28,maybejo01
1977,28,KCR,AL,153.0,641.0,-3.0,-3.0,0.0,-1.0,-9.0,-15.0,-1.4,23.0,8.0,0.8,0.49,0.49,0.8,-0.9,9.0,,*3/DH,,maybejo01
1978,29,TOR,AL,152.0,587.0,1.0,-1.0,-1.0,-15.0,-8.0,-24.0,-2.5,21.0,-3.0,-0.5,0.483,0.484,1.2,-2.5,12.0,,*3H/D,,maybejo01
1979,30,TOR,AL,137.0,541.0,14.0,-3.0,-1.0,-6.0,-7.0,-2.0,-0.2,19.0,17.0,1.7,0.499,0.499,2.3,-1.2,23.0,,*3/H,,maybejo01
1980,31,TOR,AL,149.0,588.0,9.0,-2.0,0.0,-8.0,-8.0,-8.0,-0.8,20.0,12.0,1.1,0.494,0.495,2.0,-1.6,20.0,,*3/DH,,maybejo01
1981,32,TOR,AL,94.0,344.0,9.0,1.0,-1.0,-3.0,-5.0,0.0,0.0,12.0,12.0,1.1,0.5,0.5,1.6,-1.0,15.0,"$800,000",*3D/H,,maybejo01
1982,33,TOR,AL,17.0,42.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.1,0.497,0.5,0.1,-0.2,1.0,"$800,000",D/H3,,maybejo01
1982,33,NYY,AL,69.0,249.0,-4.0,0.0,-1.0,-4.0,-4.0,-12.0,-1.2,9.0,-3.0,-0.4,0.482,0.492,0.0,-0.8,1.0,,3/DH,,maybejo01
1971,20,HOU,NL,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-0.2,0.0,-2.0,-0.2,0.457,0.499,-0.2,0.0,-2.0,,/H4,,thomade01
1972,21,SDP,NL,130.0,550.0,-12.0,0.0,1.0,-14.0,5.0,-20.0,-2.2,18.0,-2.0,-0.4,0.483,0.486,1.0,-0.9,12.0,,46/H89,,thomade01
1973,22,SDP,NL,113.0,449.0,-18.0,4.0,1.0,-16.0,7.0,-22.0,-2.5,15.0,-7.0,-1.1,0.479,0.485,0.7,-1.0,8.0,,64/H,,thomade01
1974,23,SDP,NL,141.0,585.0,-14.0,1.0,1.0,0.0,4.0,-7.0,-0.9,19.0,12.0,0.9,0.494,0.495,0.9,0.4,12.0,,458/H67,,thomade01
1975,24,SFG,NL,144.0,611.0,4.0,2.0,2.0,-12.0,5.0,0.0,-0.1,20.0,20.0,1.9,0.5,0.5,3.1,-0.8,32.0,,*4/H9,,thomade01
1976,25,SFG,NL,81.0,313.0,-6.0,-1.0,1.0,-8.0,2.0,-12.0,-1.4,10.0,-2.0,-0.4,0.484,0.492,0.5,-0.7,6.0,,4H/5896,,thomade01
1977,26,SFG,NL,148.0,568.0,-7.0,-2.0,0.0,2.0,3.0,-5.0,-0.6,18.0,14.0,1.2,0.497,0.497,1.0,0.4,12.0,,8H46/573,,thomade01
1978,27,SDP,NL,128.0,401.0,-11.0,-1.0,1.0,8.0,0.0,-3.0,-0.4,13.0,10.0,0.9,0.497,0.498,-0.1,1.0,1.0,,845H37/9,,thomade01
1979,28,LAD,NL,141.0,460.0,-8.0,2.0,0.0,5.0,1.0,0.0,0.0,15.0,15.0,1.5,0.5,0.5,0.9,0.6,10.0,"$130,000",*85H/463,,thomade01
1980,29,LAD,NL,117.0,332.0,0.0,-1.0,0.0,3.0,4.0,5.0,0.5,11.0,17.0,1.7,0.505,0.504,1.4,0.7,14.0,"$130,000",68H4/9257,,thomade01
1981,30,LAD,NL,80.0,252.0,-3.0,1.0,1.0,-7.0,2.0,-5.0,-0.5,9.0,4.0,0.4,0.493,0.497,1.1,-0.5,11.0,"$130,000",4658/H97,,thomade01
1982,31,LAD,NL,66.0,109.0,-1.0,-1.0,0.0,-1.0,0.0,-3.0,-0.3,4.0,1.0,0.1,0.495,0.498,0.2,-0.1,2.0,"$150,000",4H85/976,,thomade01
1983,32,LAD,NL,118.0,227.0,0.0,1.0,0.0,-4.0,-1.0,-4.0,-0.5,8.0,4.0,0.3,0.497,0.498,0.7,-0.5,8.0,"$160,000",89H76/45,,thomade01
1984,33,MON,NL,108.0,269.0,-7.0,-2.0,-1.0,1.0,2.0,-6.0,-0.7,9.0,3.0,0.2,0.493,0.496,0.1,0.4,2.0,,67H4/953,,thomade01
1984,33,CAL,AL,14.0,33.0,-2.0,0.0,0.0,-2.0,0.0,-4.0,-0.4,1.0,-2.0,-0.3,0.474,0.498,-0.1,-0.2,-1.0,,/H96587,,thomade01
1985,34,PHI,NL,63.0,103.0,-3.0,0.0,0.0,-2.0,1.0,-4.0,-0.5,4.0,-1.0,-0.1,0.492,0.497,0.1,-0.2,1.0,,H6/78452,,thomade01
1962,19,LAA,AL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.5,0.0,0.0,0.0,,/1,,darwibo01
1969,26,LAD,NL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.5,0.0,0.0,0.0,,/1H,,darwibo01
1971,28,LAD,NL,11.0,22.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.1,1.0,0.0,0.0,0.494,0.5,0.1,-0.1,1.0,"$9,600",/H9,,darwibo01
1972,29,MIN,AL,145.0,562.0,16.0,-1.0,-4.0,-1.0,-3.0,6.0,0.7,20.0,27.0,2.9,0.506,0.505,3.1,-0.6,27.0,"$11,000",*89/7H,,darwibo01
1973,30,MIN,AL,145.0,614.0,-1.0,0.0,-3.0,-4.0,-5.0,-14.0,-1.3,22.0,8.0,0.8,0.49,0.491,1.2,-0.9,12.0,,*9/HD,,darwibo01
1974,31,MIN,AL,152.0,630.0,10.0,0.0,0.0,-9.0,-5.0,-4.0,-0.4,23.0,18.0,1.8,0.497,0.497,2.8,-1.5,27.0,,*9H,,darwibo01
1975,32,MIN,AL,48.0,192.0,-1.0,1.0,-1.0,-4.0,-3.0,-9.0,-0.9,7.0,-2.0,-0.2,0.481,0.494,0.3,-0.8,3.0,,9D/H,,darwibo01
1975,32,MIL,AL,55.0,201.0,1.0,-2.0,0.0,-4.0,-3.0,-8.0,-0.8,7.0,-1.0,-0.1,0.484,0.495,0.3,-0.7,3.0,,79/DH,,darwibo01
1976,33,MIL,AL,25.0,81.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.2,3.0,2.0,0.1,0.494,0.499,0.3,-0.2,3.0,,9/HD,,darwibo01
1976,33,BOS,AL,43.0,112.0,-6.0,1.0,0.0,0.0,-2.0,-8.0,-0.9,4.0,-4.0,-0.5,0.479,0.494,-0.5,-0.2,-4.0,,DH9/7,,darwibo01
1977,34,BOS,AL,4.0,9.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.1,0.0,-1.0,-0.1,0.47,0.499,-0.1,0.0,-1.0,,/DH9,,darwibo01
1977,34,CHC,NL,11.0,12.0,-2.0,0.0,0.0,-1.0,0.0,-2.0,-0.2,0.0,-2.0,-0.2,0.479,0.499,-0.1,-0.1,-1.0,,H/9,,darwibo01
1970,23,MIN,AL,96.0,318.0,-26.0,1.0,1.0,11.0,3.0,-10.0,-1.2,11.0,1.0,-0.1,0.488,0.493,-1.2,1.5,-10.0,,45/6H,,thompda01
1971,24,MIN,AL,48.0,68.0,-2.0,1.0,-1.0,0.0,0.0,-2.0,-0.2,2.0,1.0,0.0,0.496,0.499,0.0,0.1,0.0,,H5/46,,thompda01
1972,25,MIN,AL,144.0,624.0,-5.0,-2.0,1.0,2.0,9.0,6.0,0.6,21.0,27.0,2.9,0.505,0.505,2.7,1.3,25.0,,*6,MVP-23,thompda01
1973,26,MIN,AL,99.0,374.0,-26.0,-1.0,1.0,2.0,6.0,-19.0,-2.0,13.0,-6.0,-0.7,0.479,0.487,-0.9,0.9,-7.0,,6/H5,,thompda01
1974,27,MIN,AL,97.0,296.0,-8.0,0.0,-1.0,-5.0,5.0,-9.0,-1.0,11.0,1.0,0.0,0.489,0.494,0.6,0.0,7.0,,6H/5D,,thompda01
1975,28,MIN,AL,112.0,384.0,-4.0,-3.0,0.0,-9.0,6.0,-10.0,-1.0,14.0,4.0,0.3,0.49,0.493,1.3,-0.3,13.0,,6H/5D4,,thompda01
1976,29,MIN,AL,34.0,131.0,-8.0,1.0,0.0,-1.0,2.0,-5.0,-0.6,5.0,0.0,-0.1,0.483,0.496,0.0,0.2,0.0,,6,,thompda01
1976,29,TEX,AL,64.0,216.0,-12.0,-1.0,0.0,-1.0,2.0,-12.0,-1.3,8.0,-4.0,-0.6,0.479,0.492,-0.4,0.1,-3.0,,546/HD,,thompda01
1969,22,NYY,AL,26,97,-1,0,-1,1,1,0,0.0,3,4,0.3,0.501,0.5,0.3,0.3,3,,2/H,,munsoth01
1970,23,NYY,AL,132,526,19,1,-2,9,7,34,3.6,18,52,5.5,0.528,0.523,4.6,1.7,43,,*2H,"MVP-19,RoY-1",munsoth01
1971,24,NYY,AL,125,517,6,2,-1,6,7,20,2.2,18,38,4.1,0.519,0.514,3.4,1.5,32,,*2H/9,AS,munsoth01
1972,25,NYY,AL,140,568,9,-3,0,-2,8,11,1.3,20,32,3.5,0.51,0.509,3.9,0.6,34,,*2/H,,munsoth01
1973,26,NYY,AL,147,576,28,1,1,9,9,48,5.2,21,69,7.2,0.535,0.531,6.2,2.1,60,,*2/HD,"AS,MVP-12,GG",munsoth01
1974,27,NYY,AL,144,571,2,2,0,-4,9,9,1.0,20,29,3.0,0.507,0.506,3.5,0.6,33,"$63,000",*2/DH,"AS,MVP-26,GG",munsoth01
1975,28,NYY,AL,157,661,26,2,-3,8,7,39,4.3,24,63,6.6,0.527,0.526,5.8,1.6,55,,*2D/3H579,"AS,MVP-7,GG",munsoth01
1976,29,NYY,AL,152,665,18,3,0,0,6,27,3.0,23,50,5.3,0.52,0.518,5.4,0.7,50,,*2D/9H7,"AS,MVP-1",munsoth01
1977,30,NYY,AL,149,638,19,1,-1,-2,8,26,2.7,23,48,4.9,0.518,0.516,5.1,0.7,50,"$250,000",*2D/H,"AS,MVP-7",munsoth01
1978,31,NYY,AL,154,667,-2,1,0,3,7,9,1.0,23,32,3.3,0.506,0.506,3.0,1.1,29,,*2D9/H,"AS,MVP-22",munsoth01
1979,32,NYY,AL,97,419,2,0,-1,4,5,10,1.0,15,24,2.4,0.51,0.506,2.1,1.0,21,,2/D3H,,munsoth01
1966,20,HOU,NL,1,1,0,0,0,0,0,0,0.0,0,0,,.472,.500,,0.0,0,,/H,,watsobo01
1967,21,HOU,NL,6,14,0,0,0,0,0,-1,-0.1,1,0,0.0,.489,.500,0.0,0.0,0,,/3H,,watsobo01
1968,22,HOU,NL,45,155,0,2,-1,-7,-2,-8,-0.9,5,-3,-0.4,.478,.494,0.4,-1.0,4,,7/H9,,watsobo01
1969,23,HOU,NL,20,48,1,0,0,1,-1,2,0.2,2,3,0.4,.509,.501,0.2,0.1,2,,/H732,,watsobo01
1970,24,HOU,NL,97,362,3,0,-1,-9,-4,-12,-1.1,12,1,0.1,.488,.493,0.9,-1.3,10,,3H/27,,watsobo01
1971,25,HOU,NL,129,514,7,-2,-1,-4,-7,-7,-0.8,18,10,1.0,.494,.495,1.4,-1.2,14,,73/H9,,watsobo01
1972,26,HOU,NL,147,616,27,2,2,-16,-7,8,1.0,20,28,2.9,.506,.505,4.6,-2.5,43,,*7/H3,,watsobo01
1973,27,HOU,NL,158,666,32,-1,-1,1,-7,25,2.5,22,47,4.7,.517,.517,4.6,-0.8,45,,*73/2H,"AS,MVP-21",watsobo01
1974,28,HOU,NL,150,593,16,-2,-1,-15,-7,-10,-1.2,19,9,0.7,.493,.493,2.3,-2.5,25,,*73/H,,watsobo01
1975,29,HOU,NL,132,533,31,-3,0,-7,-7,15,1.6,17,33,3.3,.513,.510,4.0,-1.5,39,,*3/7H,"AS,MVP-20",watsobo01
1976,30,HOU,NL,157,662,35,-3,-1,-15,-8,9,0.9,22,30,3.0,.506,.506,4.6,-2.6,45,,*3/H,MVP-11,watsobo01
1977,31,HOU,NL,151,623,26,1,1,8,-8,28,2.8,20,48,4.7,.519,.518,3.9,-0.1,40,"$150,000",*3/H,,watsobo01
1978,32,HOU,NL,139,527,15,-1,-2,6,-6,12,1.3,17,29,3.0,.510,.508,2.2,0.0,22,,*3H,,watsobo01
1979,33,HOU,NL,49,182,-2,0,0,2,-2,-3,-0.3,6,3,0.3,.494,.498,0.1,0.0,1,,3/H,,watsobo01
1979,33,BOS,AL,84,347,22,1,-1,-3,-6,14,1.4,12,26,2.6,.516,.508,2.9,-0.8,29,,3D/H,,watsobo01
1980,34,NYY,AL,130,525,18,1,-3,-2,-8,6,0.7,18,24,2.4,.505,.504,2.6,-0.9,26,"$570,000",3DH,,watsobo01
1981,35,NYY,AL,59,180,-1,-1,-1,0,-3,-6,-0.7,6,0,-0.2,.488,.496,-0.1,-0.4,0,"$570,000",3H/D,,watsobo01
1982,36,NYY,AL,7,20,0,0,0,-1,0,-1,-0.2,1,-1,-0.1,.479,.499,0.0,-0.1,0,"$570,000",/3DH,,watsobo01
1982,36,ATL,NL,57,130,0,0,0,-2,-1,-3,-0.4,4,1,0.1,.494,.498,0.2,-0.3,3,,H3/7,,watsobo01
1983,37,ATL,NL,65,170,5,-1,0,-6,-2,-3,-0.4,6,3,0.2,.495,.498,0.8,-0.8,9,"$300,000",3H,,watsobo01
1984,38,ATL,NL,49,94,-5,0,0,0,-1,-6,-0.7,3,-3,-0.3,.487,.496,-0.3,-0.1,-2,"$300,000",H3,,watsobo01
1970,19,PHI,NL,8.0,15.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-0.1,1.0,0.0,0.0,0.488,0.499,-0.1,0.1,-1.0,,/H3,,luzingr01
1971,20,PHI,NL,28.0,115.0,6.0,0.0,0.0,4.0,-2.0,7.0,0.9,4.0,11.0,1.3,0.53,0.505,0.8,0.2,8.0,,3,,luzingr01
1972,21,PHI,NL,150.0,611.0,11.0,-4.0,-1.0,-4.0,-7.0,-4.0,-0.4,20.0,16.0,1.6,0.497,0.497,1.9,-1.2,20.0,,*7/H39,,luzingr01
1973,22,PHI,NL,161.0,671.0,18.0,-2.0,1.0,-9.0,-6.0,1.0,-0.1,22.0,23.0,2.1,0.501,0.501,3.1,-1.8,32.0,,*7/H,MVP-29,luzingr01
1974,23,PHI,NL,85.0,336.0,-2.0,0.0,0.0,-2.0,-3.0,-7.0,-0.8,11.0,4.0,0.2,0.491,0.495,0.4,-0.5,5.0,,7/H,,luzingr01
1975,24,PHI,NL,161.0,703.0,39.0,-4.0,0.0,-19.0,-6.0,10.0,1.0,22.0,33.0,3.2,0.507,0.507,5.2,-2.8,52.0,"$60,000",*7/H,"AS,MVP-2",luzingr01
1976,25,PHI,NL,149.0,605.0,29.0,-3.0,-1.0,-15.0,-5.0,5.0,0.5,20.0,24.0,2.4,0.504,0.503,4.0,-2.3,39.0,,*7/H,"AS,MVP-8",luzingr01
1977,26,PHI,NL,149.0,645.0,40.0,1.0,-2.0,-12.0,-6.0,22.0,2.2,21.0,43.0,4.2,0.515,0.514,5.4,-1.9,54.0,"$125,000",*7/H,"AS,MVP-2",luzingr01
1978,27,PHI,NL,155.0,657.0,40.0,-4.0,-1.0,-2.0,-6.0,29.0,3.2,21.0,50.0,5.2,0.521,0.52,5.3,-0.8,51.0,,*7/H,"AS,MVP-7",luzingr01
1979,28,PHI,NL,137.0,525.0,2.0,-4.0,-2.0,-20.0,-4.0,-28.0,-3.0,17.0,-11.0,-1.3,0.478,0.481,0.8,-2.6,9.0,,*7H,,luzingr01
1980,29,PHI,NL,106.0,438.0,7.0,-1.0,0.0,-12.0,-3.0,-9.0,-1.1,15.0,6.0,0.4,0.49,0.494,1.8,-1.8,18.0,,7/H,,luzingr01
1981,30,CHW,AL,104.0,441.0,22.0,-1.0,-1.0,0.0,-9.0,12.0,1.3,15.0,27.0,2.7,0.512,0.508,2.8,-1.1,27.0,,*D/H,MVP-23,luzingr01
1982,31,CHW,AL,159.0,686.0,19.0,0.0,-1.0,0.0,-16.0,2.0,0.2,23.0,25.0,2.4,0.501,0.501,2.5,-1.7,25.0,"$750,000",*D/H,,luzingr01
1983,32,CHW,AL,144.0,593.0,18.0,-2.0,0.0,0.0,-13.0,3.0,0.4,20.0,23.0,2.3,0.502,0.502,2.3,-1.3,23.0,"$750,000",*D/H3,MVP-17,luzingr01
1984,33,CHW,AL,125.0,477.0,-7.0,1.0,-2.0,0.0,-10.0,-18.0,-1.9,16.0,-2.0,-0.3,0.485,0.488,-0.3,-1.1,-2.0,"$750,000",*DH,,luzingr01
1968,21,PHI,NL,4.0,15.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,-0.1,1.0,0.0,0.0,0.484,0.5,0.1,-0.1,1.0,,/6,,moneydo01
1969,22,PHI,NL,127.0,503.0,-11.0,0.0,-2.0,8.0,8.0,3.0,0.5,17.0,21.0,2.2,0.503,0.502,1.2,1.9,12.0,,*6/H,,moneydo01
1970,23,PHI,NL,120.0,507.0,19.0,-2.0,2.0,-6.0,3.0,16.0,1.8,17.0,34.0,3.5,0.514,0.51,4.0,-0.2,40.0,,*5/6H,,moneydo01
1971,24,PHI,NL,121.0,482.0,-13.0,1.0,0.0,0.0,0.0,-12.0,-1.3,16.0,5.0,0.4,0.489,0.492,0.3,0.1,5.0,"$25,000",574/H,,moneydo01
1972,25,PHI,NL,152.0,590.0,-11.0,-2.0,1.0,9.0,3.0,0.0,0.1,19.0,19.0,1.9,0.5,0.5,0.8,1.6,10.0,,*5/H6,,moneydo01
1973,26,MIL,AL,145.0,627.0,11.0,3.0,0.0,-11.0,5.0,9.0,1.1,22.0,31.0,3.3,0.507,0.506,4.3,-0.5,42.0,"$30,000",*56/H,,moneydo01
1974,27,MIL,AL,159.0,709.0,14.0,3.0,0.0,2.0,4.0,24.0,2.7,24.0,48.0,5.1,0.516,0.516,4.9,0.8,46.0,,*5/D4H,"AS,MVP-29",moneydo01
1975,28,MIL,AL,109.0,445.0,9.0,-2.0,1.0,-7.0,3.0,4.0,0.5,16.0,20.0,2.0,0.504,0.503,2.8,-0.4,27.0,,5/6H,,moneydo01
1976,29,MIL,AL,117.0,498.0,10.0,-1.0,-1.0,6.0,2.0,16.0,1.9,18.0,34.0,3.6,0.515,0.511,3.0,0.9,28.0,,5D/H6,AS,moneydo01
1977,30,MIL,AL,152.0,644.0,15.0,1.0,-1.0,9.0,3.0,27.0,2.9,23.0,50.0,5.1,0.518,0.517,4.2,1.3,41.0,"$95,000",*475/DH,AS,moneydo01
1978,31,MIL,AL,137.0,588.0,18.0,4.0,0.0,7.0,-3.0,26.0,2.8,21.0,47.0,4.8,0.52,0.517,4.1,0.5,40.0,,345D/H6,"AS,MVP-29",moneydo01
1979,32,MIL,AL,92.0,402.0,-9.0,2.0,0.0,5.0,-3.0,-6.0,-0.5,14.0,8.0,0.8,0.494,0.496,0.4,0.2,4.0,,D534/H,,moneydo01
1980,33,MIL,AL,86.0,336.0,14.0,-1.0,1.0,-2.0,-1.0,11.0,1.2,11.0,23.0,2.3,0.513,0.507,2.4,-0.2,24.0,,53D/H4,,moneydo01
1981,34,MIL,AL,60.0,211.0,-6.0,-1.0,0.0,1.0,1.0,-5.0,-0.6,7.0,2.0,0.1,0.491,0.497,0.1,0.2,2.0,,5/HD3,,moneydo01
1982,35,MIL,AL,96.0,313.0,18.0,-2.0,0.0,0.0,-6.0,10.0,1.1,11.0,21.0,2.1,0.511,0.507,2.1,-0.7,21.0,,DH53/4,,moneydo01
1983,36,MIL,AL,43.0,128.0,-10.0,-1.0,0.0,3.0,-3.0,-11.0,-1.1,4.0,-7.0,-0.7,0.473,0.493,-1.0,0.1,-9.0,,DH5/3,,moneydo01
1971,21,MIL,AL,79.0,263.0,-13.0,0.0,0.0,1.0,4.0,-8.0,-0.9,9.0,1.0,0.0,0.489,0.494,-0.1,0.6,0.0,,6/H,,auerbri01
1972,22,MIL,AL,153.0,605.0,-19.0,3.0,0.0,-4.0,9.0,-11.0,-1.5,22.0,11.0,0.8,0.491,0.491,1.5,0.5,14.0,,*6/H,,auerbri01
1973,23,MIL,AL,6.0,10.0,-1.0,-1.0,0.0,-1.0,0.0,-3.0,-0.3,0.0,-2.0,-0.2,0.453,0.498,-0.1,-0.1,-1.0,"$19,000",/H6,,auerbri01
1974,24,LAD,NL,45.0,82.0,3.0,-1.0,0.0,-5.0,2.0,-1.0,-0.1,3.0,2.0,0.1,0.497,0.499,0.6,-0.3,6.0,,H64/5,,auerbri01
1975,25,LAD,NL,85.0,188.0,-8.0,-1.0,-1.0,1.0,4.0,-5.0,-0.6,6.0,1.0,0.0,0.493,0.496,-0.2,0.5,0.0,,6H/45,,auerbri01
1976,26,LAD,NL,36.0,53.0,-6.0,0.0,0.0,0.0,1.0,-5.0,-0.5,2.0,-3.0,-0.4,0.485,0.497,-0.4,0.1,-3.0,,H6/54,,auerbri01
1977,27,CIN,NL,33.0,52.0,-6.0,0.0,0.0,-1.0,1.0,-5.0,-0.6,2.0,-4.0,-0.4,0.483,0.497,-0.4,0.1,-3.0,,46/H,,auerbri01
1978,28,CIN,NL,63.0,65.0,6.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0,11.0,1.2,0.515,0.506,1.1,0.3,10.0,,H64/5,,auerbri01
1979,29,CIN,NL,62.0,116.0,-3.0,-1.0,1.0,-1.0,2.0,-3.0,-0.3,4.0,1.0,0.1,0.496,0.498,0.2,0.0,3.0,,H56/4,,auerbri01
1980,30,CIN,NL,24.0,37.0,2.0,-2.0,0.0,1.0,0.0,1.0,0.1,1.0,3.0,0.2,0.506,0.501,0.2,0.1,2.0,,H/564,,auerbri01
1981,31,SEA,AL,38.0,96.0,-8.0,0.0,0.0,-1.0,2.0,-7.0,-0.8,3.0,-4.0,-0.5,0.48,0.495,-0.4,0.1,-3.0,,6/H,,auerbri01
1970,19,NYM,NL,5,11,0,0,0,2,0,2,0.2,0,2,0.2,.539,.501,0.0,0.2,0,,/56H,,foliti01
1971,20,NYM,NL,97,312,-15,1,0,3,3,-8,-0.9,11,2,0.2,.490,.494,-0.2,0.7,0,,456/H8,,foliti01
1972,21,MON,NL,149,592,-28,1,3,7,9,-8,-0.9,19,11,1.0,.493,.494,0.1,1.9,4,,*6/4H,,foliti01
1973,22,MON,NL,126,500,-29,0,-1,9,8,-13,-1.6,16,3,-0.1,.488,.491,-1.0,1.8,-6,"$30,000",*6/48,,foliti01
1974,23,MON,NL,121,493,-22,1,1,16,8,4,0.4,16,20,1.9,.504,.503,0.1,2.6,4,"$40,000",*6/5H,,foliti01
1975,24,MON,NL,152,630,-32,2,0,7,10,-13,-1.5,20,8,0.5,.491,.491,-0.4,1.9,1,,*6/H4,,foliti01
1976,25,MON,NL,149,572,-18,-3,0,-6,9,-18,-2.1,19,1,-0.3,.487,.488,0.3,0.3,7,,*6/H5,,foliti01
1977,26,MON,NL,13,58,-6,-1,0,2,1,-5,-0.5,2,-3,-0.3,.462,.497,-0.5,0.3,-4,"$95,000",6,,foliti01
1977,26,SFG,NL,104,387,-22,-1,1,-3,6,-19,-2.1,12,-7,-0.9,.480,.487,-0.6,0.3,-3,,6/H457,,foliti01
1978,27,NYM,NL,113,443,-15,-1,1,3,7,-4,-0.5,14,10,0.9,.496,.497,0.4,1.2,6,,*6/H,,foliti01
1979,28,NYM,NL,3,7,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,.420,.499,-0.2,0.0,-2,,/6H,,foliti01
1979,28,PIT,NL,133,587,-13,4,1,5,9,5,0.6,18,24,2.4,.504,.504,1.8,1.5,19,,*6/H,,foliti01
1980,29,PIT,NL,127,540,-19,-1,0,9,8,-2,-0.4,18,16,1.5,.498,.498,0.5,1.9,7,,*6/H,,foliti01
1981,30,PIT,NL,86,351,-14,-2,1,-6,5,-16,-1.8,12,-4,-0.6,.478,.488,0.0,-0.1,2,,*6/H,,foliti01
1982,31,CAL,AL,150,528,-24,-1,1,8,9,-6,-0.7,18,12,1.0,.496,.496,0.3,1.8,4,,*6/45H,,foliti01
1983,32,CAL,AL,88,349,-22,-1,0,-4,5,-22,-2.2,12,-10,-1.1,.474,.486,-0.7,0.2,-6,,65/H,,foliti01
1984,33,NYY,AL,61,172,-8,0,-1,-3,2,-9,-1.0,6,-3,-0.4,.484,.494,-0.1,-0.1,0,"$470,000",645/H3D,,foliti01
1985,34,PIT,NL,19,41,-4,0,-1,2,1,-2,-0.2,1,-1,-0.1,.487,.499,-0.3,0.3,-2,,6/H,,foliti01
1970,23,NYM,NL,69.0,234.0,3.0,0.0,0.0,2.0,-3.0,2.0,0.2,8.0,10.0,1.0,0.502,0.501,0.8,0.0,8.0,,79H,,singlke01
1971,24,NYM,NL,115.0,366.0,9.0,-1.0,-1.0,-1.0,-4.0,2.0,0.3,13.0,15.0,1.6,0.502,0.502,1.6,-0.5,15.0,,9H7/8,,singlke01
1972,25,MON,NL,142.0,585.0,13.0,-4.0,-1.0,2.0,-7.0,2.0,0.3,19.0,21.0,2.1,0.501,0.501,1.8,-0.5,19.0,,*79/H,,singlke01
1973,26,MON,NL,162.0,692.0,40.0,-1.0,-2.0,3.0,-6.0,34.0,3.5,22.0,56.0,5.7,0.523,0.523,5.4,-0.5,53.0,,*9/H7,MVP-9,singlke01
1974,27,MON,NL,148.0,610.0,8.0,0.0,-2.0,-5.0,-5.0,-3.0,-0.4,20.0,17.0,1.5,0.498,0.498,2.0,-1.2,21.0,"$62,000",*9/H,,singlke01
1975,28,BAL,AL,155.0,714.0,42.0,-1.0,0.0,-9.0,-6.0,26.0,2.8,24.0,49.0,5.1,0.517,0.517,6.1,-1.6,59.0,"$67,000",*9/H,MVP-10,singlke01
1976,29,BAL,AL,154.0,630.0,23.0,2.0,-1.0,-6.0,-8.0,10.0,1.2,23.0,32.0,3.4,0.507,0.507,4.1,-1.5,38.0,,*79D/H,,singlke01
1977,30,BAL,AL,152.0,651.0,52.0,-2.0,0.0,-12.0,-5.0,33.0,3.5,23.0,57.0,5.7,0.522,0.521,6.9,-1.6,68.0,"$150,000",*9/DH,"AS,MVP-3",singlke01
1978,31,BAL,AL,149.0,608.0,38.0,0.0,-1.0,-9.0,-5.0,24.0,2.5,22.0,45.0,4.7,0.517,0.515,5.6,-1.5,54.0,"$150,000",*9/DH7,MVP-34,singlke01
1979,32,BAL,AL,159.0,688.0,39.0,3.0,-2.0,-4.0,-7.0,30.0,3.0,24.0,54.0,5.3,0.518,0.518,5.7,-1.0,58.0,"$150,000",*9D/7,"AS,MVP-2",singlke01
1980,33,BAL,AL,156.0,680.0,41.0,-1.0,-2.0,-14.0,-6.0,17.0,1.9,23.0,40.0,4.0,0.511,0.511,5.5,-2.0,54.0,"$150,000",*9/D7,MVP-21,singlke01
